Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2024 | Entry No. 631,Attorney General Ellison shuts down charity after investigation finds self-dealing transactions and governance violations,"In the settlement, filed in Hennepin County District Court, the Attorney General alleges that Gar Gaar paid more than $100,000 to a for-profit company owned by two of Gar Gaar’s officers and that an audit found several significant deficiencies in Gar Gaar’s internal controls, among other issues.",3-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/03_GarGaar.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/03_GarGaar.asp,2024
2024 | Entry No. 632,Attorney General Ellison sues former charter-school superintendent who lost more than $4M in illegal investment with hedge fund,"Civil action seeks return of funds from Christianna Hang. Separately, AG mandates reforms in settlement with Hmong College Prep Academy, alleging board members did not properly oversee Hang.",5-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/05_Hang.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/05_Hang.asp,2024
2024 | Entry No. 633,Attorney General Ellison recovers more than $58M in underpayments from Big Tobacco,Philip Morris and RJ Reynolds tried to use a 2018 tax cut to justify underpaying Minnesota by roughly $10M per year under historic tobacco settlement,10-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/10_MinnesotaTobaccoSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/10_MinnesotaTobaccoSettlement.asp,2024
2024 | Entry No. 634,Austin Navarro sentenced to 25 years for murder of 2-year-old child,Navarro convicted of 2nd degree murder; received a 25-year sentence based on aggravating factors,12-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/12_Navarro.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/12_Navarro.asp,2024
2024 | Entry No. 635,Attorney General Ellison sues Glock for making and selling handguns that can easily be turned into machine guns,"Glock, which dominates the American handgun market, has known since at least 1988 that ‘Glock switches’ quickly and easily convert Glock handguns into illegal machine guns, yet refuses to make design choices to discourage this conversion and promotes ‘fun’ of machine guns",12-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/12_Glock.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/12_Glock.asp,2024
2024 | Entry No. 636,“Painting swastikas on a synagogue is an appalling act of hate”,"Minnesota Attorney General Keith Ellison released the following statement after two swastikas were found painted outside the entrance to Temple Israel, a synagogue in Minneapolis",16-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/16_TempleIsrael.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/16_TempleIsrael.asp,2024
2024 | Entry No. 637,Attorney General Ellison wins restitution for workers that gig-work company misclassified,"Arise Virtual Solutions to pay $300K to customer service workers it misclassified as independent contractors, stop doing business in Minnesota",19-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/19_AriseVirtualSolutions.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/19_AriseVirtualSolutions.asp,2024
2024 | Entry No. 638,Attorney General Ellison praises indictment of Evergreen Recovery leaders for Medicaid fraud,"US Attorney’s Office worked closely with AG Ellison’s Medicaid Fraud Control Unit to investigate, secure indictments",20-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/20_Evergreen.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/20_Evergreen.asp,2024
2024 | Entry No. 639,SCAM STOPPER: Attorney General Ellison shares alert on immigration scams,"The warning is part of the Attorney General’s monthly Scam Stopper series, aiming to help protect Minnesota consumers from common scams.",23-Dec-24,https://www.ag.state.mn.us/Office/Communications/2024/12/23_ImmigrationScams.asp,https://www.ag.state.mn.us/Office/Communications/2024/12/23_ImmigrationScams.asp,2024
2025 | Entry No. 640,Attorney General Ellison charges one with $7.3M in Medicaid fraud prosecution,"Former felon Chavis Willis charged with racketeering, felony theft by swindle; was not eligible to operate Medicaid-funded business, billed for services not rendered",8-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/08_Willis.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/08_Willis.asp,2025
2025 | Entry No. 641,Attorney General Ellison reaches settlement with immigration charity to address governance deficiencies,"The AGO determined that several aspects of CMCEO’s governance required compliance improvements, including its contractor designations, financial controls, board procedures, and registration with the AGO.",10-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/10_CMCEO.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/10_CMCEO.asp,2025
2025 | Entry No. 642,Attorney General Ellison takes action to protect Affordable Care Act access for DACA recipients,"With incoming Trump administration expected to withdraw support, Minnesota and 13 others intervene to defend access to healthcare from court challenge",15-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/15_DACA_ACA.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/15_DACA_ACA.asp,2025
2025 | Entry No. 643,Attorney General Ellison sues Deere & Company to protect farmers from high repair costs and unfair corporate tactics,"Deere’s monopoly practices unfairly drive up farming equipment repair costs, restrict farmers’ ability to quickly seek repairs necessary for planting, harvesting",15-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/15_Deere.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/15_Deere.asp,2025
2025 | Entry No. 644,"Attorney General Ellison sues e-cigarette manufacturer, launches investigation of another","High Light Vapes promoted products as ‘stealthy’ way to vape because of ‘striking resemblance to actual highlighters’; AG alleges violations of state laws against marketing tobacco to children, consumer fraud",16-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/16_HighLightVapes.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/16_HighLightVapes.asp,2025
2025 | Entry No. 645,Attorney General Ellison appeals decision striking down Minnesota gun safety law to U.S. Supreme Court,Ellison defends state ban on 18-to-20-year-olds carrying loaded handguns in public,17-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/17_Worth-v-Jacobson.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/17_Worth-v-Jacobson.asp,2025
2025 | Entry No. 646,Attorney General Ellison sues to block unconstitutional executive order on birthright citizenship,Joins coalition of 22 jurisdictions in suing to defend basic constitutional rights for all Americans,21-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/21_BirthrightCitizenship.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/21_BirthrightCitizenship.asp,2025
2025 | Entry No. 647,Attorney General Ellison cracks down on “timeshare exit” companies and issues consumer alert to avoid scams,Investigations lead to settlements with three companies that violated Minnesota law in promising relief from timeshare debts; AG to refund nearly $270K to Minnesotans,23-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/23_TimeshareExit.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/23_TimeshareExit.asp,2025
2025 | Entry No. 648,AG Ellison: ‘U.S. Constitution prevents the federal government from commandeering states to enforce federal laws’,Joins coalition of 12 attorneys general in joint statement on DOJ memo about compelling state and local law enforcement to enforce federal immigration law,23-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/23_ImmigrationEnforcement.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/23_ImmigrationEnforcement.asp,2025
2025 | Entry No. 649,Attorney General Keith Ellison secures $35 Novo Nordisk insulin for Minnesotans,"For five years, insulin manufacturer Novo Nordisk agrees to cap out-of-pocket cost of its insulin treatments at $35 per month, and provide free insulin to the neediest Minnesotans",27-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/27_NovoNordisk.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/27_NovoNordisk.asp,2025
2025 | Entry No. 650,Attorney General Ellison joins 22 states in suing to stop Trump Administration from withholding essential federal funding,"New Trump Administration policy would block trillions in funding for health, education, law enforcement, disaster relief, and other essential state programs",28-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/28_FederalLoanFreeze.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/28_FederalLoanFreeze.asp,2025
2025 | Entry No. 651,Attorney General Ellison reaches settlement with sham nonprofit and its founder over violations of the Minnesota Nonprofit Corporation Act,"Previously, Attorney General Ellison sued nonprofit founder and landlord Steven Meldahl for living conditions at his properties that a judge compared to a “biblical plague”",28-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/28_SJM-Properties.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/28_SJM-Properties.asp,2025
2025 | Entry No. 652,"Attorney General Ellison reaches settlement with cultural food bank and its president over misuse of funds, governance failures","Settlement requires president to pay back charitable funds he spent on personal food, retail purchases, car expenses, monetary withdrawals, and more",29-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/29_WAFCS.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/29_WAFCS.asp,2025
2025 | Entry No. 653,Attorney General Ellison sues nonprofits and their president for violations of Minnesota law arising out of a pattern of ongoing disruptive and deceptive conduct,"State files lawsuit against five nonprofits and their president, David Singleton, for using names, verbiage and images to create the false appearance of government affiliation and for failing to meet basic nonprofit charitable requirements",30-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/30_Singleton.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/30_Singleton.asp,2025
2025 | Entry No. 654,"Joint statement from 12 state attorneys general: President Trump is misleading the American people on purpose of diversity, equity, inclusion, and accessibility initiatives",“His baseless and offensive claims that these initiatives somehow contributed to the tragic plane crash this week are an insult to those who are grieving and the individuals serving in the military and air traffic control.”,31-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/31_Trump-DEIA.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/31_Trump-DEIA.asp,2025
2025 | Entry No. 655,Attorney General Ellison announces initial victory in lawsuit challenging President Trump’s illegal federal funding freeze,"Federal judge today issued Temporary Restraining Order to restore funding, orders Trump Administration not to withhold federal funding allocated by Congress",31-Jan-25,https://www.ag.state.mn.us/Office/Communications/2025/01/31_FederalFundingFreeze.asp,https://www.ag.state.mn.us/Office/Communications/2025/01/31_FederalFundingFreeze.asp,2025
2025 | Entry No. 656,Attorney General Ellison and 11 other attorneys general warn federal employees about misleading buyout offer,No description available.,3-Feb-25,https://www.ag.state.mn.us/Office/Communications/2025/02/03_DeferredResignation.asp,https://www.ag.state.mn.us/Office/Communications/2025/02/03_DeferredResignation.asp,2025
2025 | Entry No. 657,Attorney General Ellison criminally charges Evergreen Acres Dairy owner with exploiting workers,"Keith Schaefer charged with four counts of wage theft, one count of felony racketeering for systematically depriving workers of wages and subjecting them to abuse",4-Feb-25,https://www.ag.state.mn.us/Office/Communications/2025/02/04_Schaefer.asp,https://www.ag.state.mn.us/Office/Communications/2025/02/04_Schaefer.asp,2025
